it,ft,bt,km,transmission,ownerNo,owner,oem,model,modelYear,centralVariantId,variantName,price,priceActual,priceSaving,priceFixedText,trendingText,Engine Displacement,Fuel Type,Insurance Validity,Kms Driven,Ownership,RTO,Registration Year,Seats,Transmission,Year of Manufacture,Features,Engine,Max Power,Torque,Wheel Size,Seats,Color,Engine Type,Displacement,Max Torque,No of Cylinder,Values per Cylinder,Fuel Suppy System,Turbo Charger,Length,Width,Height,Wheel Base,Kerb Weight,Gear Box,Drive Type,Seating Capacity,Steering Type,Front Brake Type,Rear Brake Type,Tyre Type,Alloy Wheel Size,No Door Numbers,Cargo Volumn,Mileage,Value Configuration,Compression Ratio,Super Charger,Front Tread,Rear Tread,Gross Weight,Turning Radius,Top Speed,Acceleration,BoreX Stroke,Ground Clearance Unladen
0,Petrol,Sedan,"29,911",Manual,1,1st Owner,Honda,Honda City,2020,7259,SV MT,₹ 9.50 Lakh,,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",1497 cc,Petrol,Comprehensive,"29,911 Kms",First Owner,TN19,Sept 2015,5 Seats,Manual,2020,"['Power Steering', 'Power Windows Front', 'Power Windows Rear', 'Low Fuel Warning Light', 'Accessory Power Outlet', 'Trunk Light', 'Vanity Mirror', 'Rear Seat Headrest', 'Rear Seat Centre Arm Rest', 'Cup Holders Rear', 'Multifunction Steering Wheel', 'Cruise Control', 'Rear ACVents', 'Tailgate Ajar', 'Lane Change Indicator', 'Air Conditioner', 'Heater', 'Adjustable Steering', 'Tachometer', 'Electronic Multi Tripmeter', 'Fabric Upholstery', 'Glove Compartment', 'Digital Clock', 'Outside Temperature Display', 'Height Adjustable Driver Seat', 'Adjustable Head Lights', 'Power Adjustable Exterior Rear View Mirror', 'Rear Window Defogger', 'Alloy Wheels', 'Integrated Antenna', 'Chrome Grille', 'Chrome Garnish', 'LEDDRLs', 'Halogen Headlamps', 'Anti Lock Braking System', 'Centeral Locking', 'Power Door Locks', 'Child Safety Locks', 'Anti Theft Alarm', 'Driver Air Bag', 'Passenger Air Bag', 'Day Night Rear View Mirror', 'Passenger Side Rear View Mirror', 'Halogen Headlamps', 'Rear Seat Belts', 'Seat Belt Warning', 'Door Ajar Warning', 'Adjustable Seats', 'Keyless Entry', 'Engine Immobilizer', 'Engine Check Warning', 'Crash Sensor', 'Ebd', 'Speed Sensing Auto Door Lock', 'Isofix Child Seat Mounts', 'Speed Alert', 'No Of Airbags', 'Radio', 'Speakers Front', 'Speakers Rear', 'Integrated2Din Audio', 'Usb Auxiliary Input', 'Bluetooth', 'Number Of Speaker']",1497 CC,117.60bhp@6600rpm,145Nm,15,5,Lunar Silver Metallic,i-VTEC,1497,145Nm@4600rpm,4,4,CRDI,Yes,4440,1695,1495,2600,1063,5 Speed,FWD,5,Electric,Ventilated Disc,Drum,"Tubeless, Radial",15,4,510,17.4 kmpl,SOHC,16.0:1,No,1490,1480,1438,5.3,180 Kmph,13.57 Seconds,73.5 X 88.3 mm,185mm
0,Petrol,Sedan,"23,000",Automatic,1,1st Owner,Hyundai,Hyundai Verna,2018,5966,VTVT 1.6 AT EX,₹ 9.25 Lakh,,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",1591 cc,Petrol,Comprehensive,"23,000 Kms",First Owner,TN10,Jan 2016,5 Seats,Automatic,2018,"['Power Steering', 'Power Windows Front', 'Power Windows Rear', 'Air Quality Control', 'Remote Fuel Lid Opener', 'Low Fuel Warning Light', 'Accessory Power Outlet', 'Trunk Light', 'Vanity Mirror', 'Rear Seat Headrest', 'Rear Seat Centre Arm Rest', 'Cup Holders Front', 'Cup Holders Rear', 'Multifunction Steering Wheel', 'Cruise Control', 'Rear ACVents', 'Navigation System', 'Glove Box Cooling', 'Steering Mounted Tripmeter', 'Tailgate Ajar', 'Battery Saver', 'Lane Change Indicator', 'Air Conditioner', 'Heater', 'Adjustable Steering', 'Digital Odometer', 'Tachometer', 'Electronic Multi Tripmeter', 'Fabric Upholstery', 'Glove Compartment', 'Digital Clock', 'Height Adjustable Driver Seat', 'Dual Tone Dashboard', 'Adjustable Head Lights', 'Fog Lights Front', 'Power Adjustable Exterior Rear View Mirror', 'Rear Window Defogger', 'Alloy Wheels', 'Integrated Antenna', 'Outside Rear View Mirror Turn Indicators', 'Chrome Grille', 'Anti Lock Braking System', 'Centeral Locking', 'Power Door Locks', 'Child Safety Locks', 'Anti Theft Alarm', 'Driver Air Bag', 'Passenger Air Bag', 'Passenger Side Rear View Mirror', 'Halogen Headlamps', 'Rear Seat Belts', 'Seat Belt Warning', 'Door Ajar Warning', 'Side Impact Beams', 'Front Impact Beams', 'Adjustable Seats', 'Keyless Entry', 'Centrally Mounted Fuel Tank', 'Engine Immobilizer', 'Engine Check Warning', 'Crash Sensor', 'Automatic Head Lamps', 'Ebd', 'Rear Camera', 'Anti Theft Device', 'Speed Sensing Auto Door Lock', 'Isofix Child Seat Mounts', 'Pretensioners And Force Limiter Seatbelts', 'Impact Sensing Auto Door Lock', 'Cd Player', 'Radio', 'Speakers Front', 'Speakers Rear', 'Integrated2Din Audio', 'Usb Auxiliary Input', 'Bluetooth', 'Touch Screen', 'Number Of Speaker']",1591 CC,121.3bhp@6400rpm,151nm,15,5,Grey,VTVT Petrol Engine,1591,151nm@4850rpm,4,4,MPFI,No,4440mm,1729mm,1475mm,2600mm,1218,6 Speed,FWD,5,Power,Disc,Drum,Tubeless,15,4,480 Liters,17 kmpl,DOHC,16.0:1,No,1490,1480,1438,5.3,158.83 kmph,12.04 Seconds,73.5 X 88.3 mm,185mm
0,Diesel,Sedan,"1,00,000",Manual,2,2nd Owner,Tata,Tata Zest,2018,3013,Quadrajet 1.3 75PS XE,₹ 5.25 Lakh,,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",1248 cc,Diesel,Third Party insurance,"1,00,000 Kms",Second Owner,TN08,Sept 2018,5 Seats,Manual,2018,"['Power Steering', 'Low Fuel Warning Light', 'Accessory Power Outlet', 'Vanity Mirror', 'Cup Holders Front', 'Gear Shift Indicator', 'Air Conditioner', 'Heater', 'Adjustable Steering', 'Digital Odometer', 'Tachometer', 'Electronic Multi Tripmeter', 'Fabric Upholstery', 'Glove Compartment', 'Digital Clock', 'Adjustable Head Lights', 'Manually Adjustable Exterior Rear View Mirror', 'Halogen Headlamps', 'Child Safety Locks', 'Driver Air Bag', 'Passenger Air Bag', 'Passenger Side Rear View Mirror', 'Halogen Headlamps', 'Rear Seat Belts', 'Seat Belt Warning', 'Door Ajar Warning', 'Side Impact Beams', 'Front Impact Beams', 'Adjustable Seats', 'Centrally Mounted Fuel Tank', 'Engine Immobilizer', 'Engine Check Warning', 'Anti Theft Device', 'No Of Airbags']",1248 CC,74bhp@4000rpm,190Nm,15,5,Others,Quadrajet Engine,1248,190Nm@1750-3000rpm,4,4,CRDi,Yes,3995mm,1706mm,1570mm,2470mm,1152kg,5 Speed,FWD,5,Power,Disc,Drum,"Tubeless,Radial",15,4,390,22.95 kmpl,DOHC,16.0:1,No,1490,1480,1438,5.1 metres,158 Kmph,15 Seconds,73.5 X 88.3 mm,185mm
0,Diesel,MUV,"42,000",Manual,1,1st Owner,Toyota,Toyota Innova Crysta,2016,2404,2.4 VX MT BSIV,₹ 18.75 Lakh,,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",2393 cc,Diesel,Comprehensive,"42,000 Kms",Second Owner,TN14,Mar 2017,7 Seats,Manual,2016,"['Power Steering', 'Power Windows Front', 'Power Windows Rear', 'Remote Trunk Opener', 'Remote Fuel Lid Opener', 'Low Fuel Warning Light', 'Accessory Power Outlet', 'Trunk Light', 'Vanity Mirror', 'Rear Reading Lamp', 'Rear Seat Headrest', 'Rear Seat Centre Arm Rest', 'Height Adjustable Front Seat Belts', 'Cup Holders Front', 'Cup Holders Rear', 'Multifunction Steering Wheel', 'Rear ACVents', 'Navigation System', 'Smart Access Card Entry', 'Engine Start Stop Button', 'Glove Box Cooling', 'Voice Control', 'Air Conditioner', 'Heater', 'Adjustable Steering', 'Digital Odometer', 'Tachometer', 'Electronic Multi Tripmeter', 'Fabric Upholstery', 'Leather Steering Wheel', 'Glove Compartment', 'Digital Clock', 'Outside Temperature Display', 'Rear Folding Table', 'Driving Experience Control Eco', 'Height Adjustable Driver Seat', 'Adjustable Head Lights', 'Fog Lights Front', 'Fog Lights Rear', 'Power Adjustable Exterior Rear View Mirror', 'Electric Folding Rear View Mirror', 'Rear Window Wiper', 'Rear Window Washer', 'Rear Window Defogger', 'Alloy Wheels', 'Integrated Antenna', 'Rear Spoiler', 'Outside Rear View Mirror Turn Indicators', 'Chrome Grille', 'Chrome Garnish', 'Halogen Headlamps', 'Anti Lock Braking System', 'Brake Assist', 'Centeral Locking', 'Power Door Locks', 'Child Safety Locks', 'Driver Air Bag', 'Passenger Air Bag', 'Passenger Side Rear View Mirror', 'Halogen Headlamps', 'Rear Seat Belts', 'Seat Belt Warning', 'Door Ajar Warning', 'Side Impact Beams', 'Front Impact Beams', 'Adjustable Seats', 'Centrally Mounted Fuel Tank', 'Engine Immobilizer', 'Engine Check Warning', 'Crash Sensor', 'Automatic Head Lamps', 'Ebd', 'Anti Theft Device', 'Speed Sensing Auto Door Lock', 'Isofix Child Seat Mounts', 'Pretensioners And Force Limiter Seatbelts', 'Impact Sensing Auto Door Lock', 'Cd Player', 'Dvd Player', 'Radio', 'Audio System Remote Control', 'Speakers Front', 'Speakers Rear', 'Integrated2Din Audio', 'Usb Auxiliary Input', 'Bluetooth', 'Touch Screen', 'Number Of Speaker']",2393 CC,147.8bhp@3400rpm,343Nm,16,7,Silver,2-GD FTV Engine,2393,343Nm@1400-2800rpm,7,4,Direct Injection,Yes,4735mm,1830mm,1795mm,2750mm,1820kg,5 Speed,RWD,7,Power,Disc,Drum,"Tubeless,Radial",16,5,300-litres,13.68 kmpl,DOHC,16.0:1,No,1540mm,1540mm,2430kg,5.4 meters,158 Kmph,15 Seconds,3.62 X 4.08 mm,178mm
0,Diesel,Sedan,"58,000",Automatic,1,1st Owner,Mercedes-Benz,Mercedes-Benz C-Class,2016,4700,C 220 CDI Avantgarde,₹ 26.50 Lakh,,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",2143 cc,Diesel,Comprehensive,"58,000 Kms",Second Owner,TN01,2010,5 Seats,Automatic,2016,"['Power Steering', 'Power Windows Front', 'Power Windows Rear', 'Air Quality Control', 'Remote Trunk Opener', 'Remote Fuel Lid Opener', 'Low Fuel Warning Light', 'Accessory Power Outlet', 'Trunk Light', 'Vanity Mirror', 'Rear Reading Lamp', 'Rear Seat Headrest', 'Rear Seat Centre Arm Rest', 'Cup Holders Front', 'Cup Holders Rear', 'Seat Lumbar Support', 'Multifunction Steering Wheel', 'Cruise Control', 'Rear ACVents', 'Navigation System', 'Engine Start Stop Button', 'Voice Control', 'Steering Wheel Gearshift Paddles', 'Air Conditioner', 'Heater', 'Adjustable Steering', 'Digital Odometer', 'Tachometer', 'Electronic Multi Tripmeter', 'Leather Seats', 'Leather Steering Wheel', 'Glove Compartment', 'Outside Temperature Display', 'Cigarette Lighter', 'Driving Experience Control Eco', 'Height Adjustable Driver Seat', 'Adjustable Head Lights', 'Fog Lights Front', 'Fog Lights Rear', 'Power Adjustable Exterior Rear View Mirror', 'Electric Folding Rear View Mirror', 'Rain Sensing Wiper', 'Rear Window Defogger', 'Alloy Wheels', 'Integrated Antenna', 'Tinted Glass', 'Sun Roof', 'Moon Roof', 'Outside Rear View Mirror Turn Indicators', 'Chrome Grille', 'Chrome Garnish', 'Smoke Headlamps', 'Anti Lock Braking System', 'Brake Assist', 'Centeral Locking', 'Power Door Locks', 'Child Safety Locks', 'Driver Air Bag', 'Passenger Air Bag', 'Side Air Bag Front', 'Day Night Rear View Mirror', 'Passenger Side Rear View Mirror', 'Xenon Headlamps', 'Rear Seat Belts', 'Seat Belt Warning', 'Door Ajar Warning', 'Side Impact Beams', 'Front Impact Beams', 'Vehicle Stability Control System', 'Adjustable Seats', 'Keyless Entry', 'Centrally Mounted Fuel Tank', 'Engine Immobilizer', 'Tyre Pressure Monitor', 'Crash Sensor', 'Automatic Head Lamps', 'Ebd', 'Rear Camera', 'Anti Theft Device', 'Cd Player', 'Radio', 'Speakers Front', 'Speakers Rear', 'Integrated2Din Audio', 'Usb Auxiliary Input', 'Bluetooth', 'Touch Screen']",2143 CC,170bhp@3000-4200rpm,400Nm,17,5,White,In-Line Engine,2143,400Nm@1400-2800rpm,4,4,CRDi,Yes,4686mm,2020mm,1442mm,2840mm,1655kg,7 Speed,RWD,5,Power,Disc,Disc,"Tubeless, Radial",17,4,480-litres,19.27 kmpl,DOHC,16.0:1,No,1588mm,1570mm,2135kg,5.61 metres,233 Kmph,7.4 Seconds,3.62 X 4.08 mm,178mm
0,Diesel,Hatchback,"53,764",Manual,1,1st Owner,Maruti,Maruti Swift,2015,4164,VDI BSIV,₹ 5.50 Lakh,,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",1248 cc,Diesel,Comprehensive,"53,764 Kms",First Owner,TN14,Feb 2016,5 Seats,Manual,2015,"['Power Steering', 'Power Windows Front', 'Power Windows Rear', 'Remote Trunk Opener', 'Remote Fuel Lid Opener', 'Low Fuel Warning Light', 'Accessory Power Outlet', 'Vanity Mirror', 'Rear Seat Headrest', 'Cup Holders Front', 'Air Conditioner', 'Heater', 'Adjustable Steering', 'Digital Odometer', 'Tachometer', 'Electronic Multi Tripmeter', 'Fabric Upholstery', 'Glove Compartment', 'Digital Clock', 'Cigarette Lighter', 'Adjustable Head Lights', 'Fog Lights Front', 'Fog Lights Rear', 'Power Adjustable Exterior Rear View Mirror', 'Electric Folding Rear View Mirror', 'Wheel Covers', 'Power Antenna', 'Tinted Glass', 'Outside Rear View Mirror Turn Indicators', 'Anti Lock Braking System', 'Brake Assist', 'Centeral Locking', 'Power Door Locks', 'Child Safety Locks', 'Anti Theft Alarm', 'Day Night Rear View Mirror', 'Passenger Side Rear View Mirror', 'Halogen Headlamps', 'Rear Seat Belts', 'Seat Belt Warning', 'Door Ajar Warning', 'Side Impact Beams', 'Front Impact Beams', 'Adjustable Seats', 'Keyless Entry', 'Centrally Mounted Fuel Tank', 'Engine Immobilizer', 'Engine Check Warning', 'Ebd', 'Anti Theft Device', 'Cd Player', 'Radio', 'Speakers Front', 'Speakers Rear', 'Integrated2Din Audio', 'Usb Auxiliary Input']",1248 CC,74bhp@4000rpm,190Nm,17,5,Grey,DDiS Diesel Engine,1248,190Nm@2000rpm,4,4,CRDI,Yes,3840mm,1735mm,1530mm,2450mm,960Kg,5 Speed,FWD,5,Power,Ventilated Disc,Drum,Tubeless Tyres,17,5,204-liters,25.2 kmpl,DOHC,17.6:1,No,1588mm,1570mm,1405kg,4.8 metres,155 Kmph,14.8 Seconds,69.6 X 82 mm,178mm
0,Petrol,Hatchback,"61,455",Manual,1,1st Owner,Hyundai,Hyundai Grand i10,2015,5607,1.2 Kappa Asta,₹ 5 Lakh,,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",1197 cc,Petrol,Third Party insurance,"61,455 Kms",First Owner,TN19,Dec 2018,5 Seats,Manual,2015,"['Power Steering', 'Power Windows Front', 'Power Windows Rear', 'Low Fuel Warning Light', 'Accessory Power Outlet', 'Trunk Light', 'Vanity Mirror', 'Rear Seat Headrest', 'Cup Holders Front', 'Multifunction Steering Wheel', 'Rear ACVents', 'Navigation System', 'Smart Access Card Entry', 'Engine Start Stop Button', 'Glove Box Cooling', 'Voice Control', 'Tailgate Ajar', 'Gear Shift Indicator', 'Battery Saver', 'Air Conditioner', 'Heater', 'Adjustable Steering', 'Digital Odometer', 'Tachometer', 'Electronic Multi Tripmeter', 'Fabric Upholstery', 'Leather Steering Wheel', 'Glove Compartment', 'Digital Clock', 'Height Adjustable Driver Seat', 'Adjustable Head Lights', 'Fog Lights Front', 'Power Adjustable Exterior Rear View Mirror', 'Electric Folding Rear View Mirror', 'Rear Window Wiper', 'Rear Window Washer', 'Rear Window Defogger', 'Alloy Wheels', 'Integrated Antenna', 'Tinted Glass', 'Rear Spoiler', 'Outside Rear View Mirror Turn Indicators', 'Chrome Grille', 'Roof Rail', 'Anti Lock Braking System', 'Centeral Locking', 'Power Door Locks', 'Child Safety Locks', 'Driver Air Bag', 'Passenger Air Bag', 'Day Night Rear View Mirror', 'Passenger Side Rear View Mirror', 'Halogen Headlamps', 'Rear Seat Belts', 'Seat Belt Warning', 'Door Ajar Warning', 'Side Impact Beams', 'Front Impact Beams', 'Adjustable Seats', 'Keyless Entry', 'Centrally Mounted Fuel Tank', 'Engine Immobilizer', 'Engine Check Warning', 'Crash Sensor', 'Ebd', 'Rear Camera', 'Anti Theft Device', 'No Of Airbags', 'Cd Player', 'Radio', 'Speakers Front', 'Speakers Rear', 'Usb Auxiliary Input', 'Bluetooth', 'Number Of Speaker']",1197 CC,81.86bhp@6000rpm,113.75nm,14,5,Silver,Kappa VTVT Petrol Engine,1197,113.75nm@4000rpm,4,4,MPFI,No,3765mm,1660mm,1520mm,2425mm,1060,5 Speed,FWD,5,Power,Disc,Drum,Tubeless,14,5,256,18.9 kmpl,DOHC,17.6:1,No,1479mm,1493mm,1405kg,4.8 metres,165 Kmph,12.9 Seconds,69.6 X 82 mm,178mm
0,Petrol,SUV,"52,732",Automatic,2,2nd Owner,Jeep,Jeep Compass,2018,5934,1.4 Limited,₹ 12.09 Lakh,,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",1368 cc,Petrol,Zero Dep,"52,732 Kms",Second Owner,TN06,2012,5 Seats,Automatic,2018,"['Power Steering', 'Power Windows Front', 'Power Windows Rear', 'Air Quality Control', 'Low Fuel Warning Light', 'Accessory Power Outlet', 'Rear Seat Headrest', 'Rear Seat Centre Arm Rest', 'Cup Holders Front', 'Cup Holders Rear', 'Multifunction Steering Wheel', 'Rear ACVents', 'Navigation System', 'Engine Start Stop Button', 'Air Conditioner', 'Heater', 'Adjustable Steering', 'Digital Odometer', 'Tachometer', 'Electronic Multi Tripmeter', 'Leather Seats', 'Leather Steering Wheel', 'Glove Compartment', 'Digital Clock', 'Outside Temperature Display', 'Height Adjustable Driver Seat', 'Adjustable Head Lights', 'Fog Lights Front', 'Fog Lights Rear', 'Power Adjustable Exterior Rear View Mirror', 'Electric Folding Rear View Mirror', 'Rear Window Wiper', 'Rear Window Washer', 'Rear Window Defogger', 'Alloy Wheels', 'Integrated Antenna', 'Tinted Glass', 'Rear Spoiler', 'Outside Rear View Mirror Turn Indicators', 'Chrome Grille', 'Roof Rail', 'Halogen Headlamps', 'Anti Lock Braking System', 'Centeral Locking', 'Power Door Locks', 'Child Safety Locks', 'Driver Air Bag', 'Passenger Air Bag', 'Passenger Side Rear View Mirror', 'Halogen Headlamps', 'Rear Seat Belts', 'Side Impact Beams', 'Front Impact Beams', 'Vehicle Stability Control System', 'Traction Control', 'Adjustable Seats', 'Keyless Entry', 'Centrally Mounted Fuel Tank', 'Engine Immobilizer', 'Engine Check Warning', 'Crash Sensor', 'Ebd', 'Rear Camera', 'Anti Theft Device', 'No Of Airbags', 'Cd Player', 'Radio', 'Speakers Front', 'Speakers Rear', 'Integrated2Din Audio', 'Usb Auxiliary Input', 'Bluetooth', 'Touch Screen']",1368 CC,160bhp@3750rpm,250Nm,17,5,Silver,1.4-Litre 4-Cyl Multiair Engine,1368,250Nm@1750-2500rpm,4,4,CRDI,Yes,4395mm,1818mm,1640mm,2636mm,1562 kgs,7 Speed,4X2,5,Power,Disc,Discs,"Radial, Tubless",17,5,408-litres,16 kmpl,DOHC,17.6:1,No,1479mm,1493mm,1405kg,4.8 metres,186.69 kmph,9.99 Seconds,69.6 X 82 mm,178mm
0,Petrol,Hatchback,"61,159",Automatic,2,2nd Owner,Honda,Honda Jazz,2017,1340,1.2 V AT i VTEC,₹ 6.56 Lakh,₹ 6.83 Lakh,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",1199 cc,Petrol,Comprehensive,"61,159 Kms",Second Owner,TN10,Jan 2016,5 Seats,Automatic,2017,"['Power Steering', 'Power Windows Front', 'Power Windows Rear', 'Air Quality Control', 'Low Fuel Warning Light', 'Accessory Power Outlet', 'Trunk Light', 'Vanity Mirror', 'Rear Seat Headrest', 'Cup Holders Front', 'Cup Holders Rear', 'Multifunction Steering Wheel', 'Lane Change Indicator', 'Air Conditioner', 'Heater', 'Adjustable Steering', 'Digital Odometer', 'Tachometer', 'Electronic Multi Tripmeter', 'Fabric Upholstery', 'Leather Steering Wheel', 'Glove Compartment', 'Digital Clock', 'Outside Temperature Display', 'Height Adjustable Driver Seat', 'Adjustable Head Lights', 'Fog Lights Front', 'Power Adjustable Exterior Rear View Mirror', 'Electric Folding Rear View Mirror', 'Rear Window Wiper', 'Rear Window Washer', 'Rear Window Defogger', 'Alloy Wheels', 'Integrated Antenna', 'Outside Rear View Mirror Turn Indicators', 'Chrome Grille', 'Chrome Garnish', 'Anti Lock Braking System', 'Centeral Locking', 'Power Door Locks', 'Child Safety Locks', 'Driver Air Bag', 'Passenger Air Bag', 'Day Night Rear View Mirror', 'Passenger Side Rear View Mirror', 'Halogen Headlamps', 'Rear Seat Belts', 'Seat Belt Warning', 'Door Ajar Warning', 'Side Impact Beams', 'Front Impact Beams', 'Adjustable Seats', 'Keyless Entry', 'Centrally Mounted Fuel Tank', 'Engine Immobilizer', 'Crash Sensor', 'Ebd', 'Rear Camera', 'Anti Theft Device', 'Cd Player', 'Radio', 'Speakers Front', 'Speakers Rear', 'Integrated2Din Audio', 'Usb Auxiliary Input', 'Bluetooth', 'Touch Screen', 'Number Of Speaker']",1199 CC,88.7bhp@6000rpm,110Nm,15,5,Red,i-VTEC Petrol Engine,1199,110Nm@4800rpm,4,4,PGM - Fi,No,3955mm,1694mm,1544mm,2530mm,1066kg,5 Speed,FWD,5,Power,Disc,Drum,"Tubeless,Radial",15,5,354-litres,19 kmpl,SOHC,17.6:1,No,1479mm,1493mm,1405kg,5.1 meters,172 Kmph,13.7 Seconds,69.6 X 82 mm,178mm
0,Petrol,Hatchback,"90,000",Manual,2,2nd Owner,Hyundai,Hyundai i20,2010,1643,1.2 Asta,₹ 2.95 Lakh,,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",1197 cc,Petrol,Third Party insurance,"90,000 Kms",First Owner,TN02,Sept 2014,5 Seats,Manual,2010,"['Power Steering', 'Power Windows Front', 'Power Windows Rear', 'Remote Trunk Opener', 'Remote Fuel Lid Opener', 'Low Fuel Warning Light', 'Accessory Power Outlet', 'Trunk Light', 'Vanity Mirror', 'Rear Reading Lamp', 'Rear Seat Headrest', 'Height Adjustable Front Seat Belts', 'Cup Holders Front', 'Multifunction Steering Wheel', 'Rear ACVents', 'Air Conditioner', 'Heater', 'Adjustable Steering', 'Digital Odometer', 'Tachometer', 'Electronic Multi Tripmeter', 'Fabric Upholstery', 'Leather Steering Wheel', 'Glove Compartment', 'Digital Clock', 'Outside Temperature Display', 'Cigarette Lighter', 'Fog Lights Front', 'Fog Lights Rear', 'Power Adjustable Exterior Rear View Mirror', 'Electric Folding Rear View Mirror', 'Rear Window Wiper', 'Rear Window Washer', 'Rear Window Defogger', 'Alloy Wheels', 'Power Antenna', 'Integrated Antenna', 'Tinted Glass', 'Outside Rear View Mirror Turn Indicators', 'Anti Lock Braking System', 'Brake Assist', 'Centeral Locking', 'Power Door Locks', 'Child Safety Locks', 'Anti Theft Alarm', 'Driver Air Bag', 'Passenger Air Bag', 'Day Night Rear View Mirror', 'Passenger Side Rear View Mirror', 'Halogen Headlamps', 'Rear Seat Belts', 'Seat Belt Warning', 'Door Ajar Warning', 'Side Impact Beams', 'Front Impact Beams', 'Adjustable Seats', 'Keyless Entry', 'Engine Immobilizer', 'Engine Check Warning', 'Crash Sensor', 'Cd Player', 'Radio', 'Speakers Front', 'Speakers Rear']",1197 CC,80 PS at 5200 rpm,"11.4 kgm at 4,000 rpm",14,5,Others,In-Line Engine,1197,"11.4 kgm at 4,000 rpm",4,4,MPFI,No,3940 mm,1710 mm,1505 mm,"2,525 mm",1100,5 Speed,FWD,5,Power,Disk,Drum,"Tubeless,Radial",14,5,354-litres,17 kmpl,DOHC,17.6:1,No,"1,505 mm","1,503 mm",1405kg,5.20 mtrs.,172 Kmph,13.7 Seconds,69.6 X 82 mm,178mm
0,Petrol,Sedan,"95,296",Manual,1,1st Owner,Honda,Honda Amaze,2015,1168,S i-Vtech,₹ 4.31 Lakh,,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",1198 cc,Petrol,Comprehensive,"95,296 Kms",First Owner,TN07,Jan 2019,5 Seats,Manual,2015,"['Power Steering', 'Power Windows Front', 'Power Windows Rear', 'Remote Trunk Opener', 'Remote Fuel Lid Opener', 'Low Fuel Warning Light', 'Accessory Power Outlet', 'Trunk Light', 'Vanity Mirror', 'Rear Reading Lamp', 'Rear Seat Headrest', 'Rear Seat Centre Arm Rest', 'Cup Holders Front', 'Cup Holders Rear', 'Multifunction Steering Wheel', 'Air Conditioner', 'Heater', 'Adjustable Steering', 'Digital Odometer', 'Tachometer', 'Electronic Multi Tripmeter', 'Fabric Upholstery', 'Glove Compartment', 'Digital Clock', 'Driving Experience Control Eco', 'Height Adjustable Driver Seat', 'Adjustable Head Lights', 'Power Adjustable Exterior Rear View Mirror', 'Wheel Covers', 'Power Antenna', 'Chrome Grille', 'Centeral Locking', 'Power Door Locks', 'Child Safety Locks', 'Day Night Rear View Mirror', 'Passenger Side Rear View Mirror', 'Halogen Headlamps', 'Rear Seat Belts', 'Seat Belt Warning', 'Door Ajar Warning', 'Side Impact Beams', 'Front Impact Beams', 'Adjustable Seats', 'Keyless Entry', 'Centrally Mounted Fuel Tank', 'Engine Immobilizer', 'Anti Theft Device', 'Radio', 'Speakers Front', 'Speakers Rear', 'Integrated2Din Audio', 'Usb Auxiliary Input']",1198 CC,86.7bhp@6000rpm,109Nm,14,5,Brown,i-VTEC Petrol Engine,1198,109Nm@4500rpm,4,4,MPFI,No,3990mm,1680mm,1505mm,2405mm,950kg,5 Speed,FWD,5,Power,Disc,Drum,"Tubeless,Radial",14,4,400-litres,18 kmpl,SOHC,17.6:1,No,"1,505 mm","1,503 mm",1405kg,4.5 metres,160 Kmph,15 Seconds,69.6 X 82 mm,178mm
